Title,Location,P24_Description,P24_Link,Bedrooms,Bathrooms,Parking Spaces,Erf Size,Agency,Price,Unnamed: 0,Remax_Description
4 Bedroom House,Gaborone,PARTIAL: Sought after location not to be missed. Centrally located to Senior and Primary,https://www.property24.co.bw/4-bedroom-house-for-sale-in-gaborone-113323609,4.0,3.0,3.0,642 m²,Property24,P 2 700 000,,
4 Bedroom House,Gaborone,PARTIAL: Sought after location not to be missed. Centrally located to Senior and Primary,https://www.property24.co.bw/4-bedroom-house-for-sale-in-gaborone-113323609,4.0,3.0,3.0,642 m²,Property24,P 2 700 000,,
4 Bedroom House,Phakalane,"Nestled in the heart of Phakalane, this property offers the perfect blend of comfort,",https://www.property24.co.bw/4-bedroom-house-for-sale-in-phakalane-114085620,4.0,2.0,2.0,968 m²,Property24,P 2 490 000,,
4 Bedroom House,Phakalane,"Nestled in the heart of Phakalane, this property offers the perfect blend of comfort,",https://www.property24.co.bw/4-bedroom-house-for-sale-in-phakalane-114085620,4.0,2.0,2.0,968 m²,Property24,P 2 490 000,,
Vacant Land / Plot,Sentlhane,"MDA5296
Buy your plot now and secure your future dream home.",https://www.property24.co.bw/vacant-land-plot-for-sale-in-sentlhane-111073841,,,,2 500 m²,Property24,P 500 000,,
Vacant Land / Plot,Sentlhane,"MDA5296
Buy your plot now and secure your future dream home.",https://www.property24.co.bw/vacant-land-plot-for-sale-in-sentlhane-111073841,,,,2 500 m²,Property24,P 500 000,,
3 Bedroom House,Block 6,"BLOCK 6 : Very lovely 3 bedroom home priced to go, in the heart of block 6, close to the",https://www.property24.co.bw/3-bedroom-house-for-sale-in-block-6-110738454,3.0,1.0,1.0,413 m²,Property24,P 1 400 000,,
3 Bedroom House,Block 6,"BLOCK 6 : Very lovely 3 bedroom home priced to go, in the heart of block 6, close to the",https://www.property24.co.bw/3-bedroom-house-for-sale-in-block-6-110738454,3.0,1.0,1.0,413 m²,Property24,P 1 400 000,,
9 Bedroom House,Gaborone,"MOLEPOLOLE, BOKAA WARD: multi-residential with title deed and approved for",https://www.property24.co.bw/9-bedroom-house-for-sale-in-gaborone-112053791,9.0,5.0,5.0,1 288 m²,Property24,P 1 050 000,,
9 Bedroom House,Gaborone,"MOLEPOLOLE, BOKAA WARD: multi-residential with title deed and approved for",https://www.property24.co.bw/9-bedroom-house-for-sale-in-gaborone-112053791,9.0,5.0,5.0,1 288 m²,Property24,P 1 050 000,,
Vacant Land / Plot,Gaborone,"CROCODILE POOLS: Vacant plot measuring 4 hectors. Sought-after area, plenty of bird life.",https://www.property24.co.bw/vacant-land-plot-for-sale-in-gaborone-112802464,,,,4 ha,Property24,P 1 700 000,,
Vacant Land / Plot,Gaborone,"CROCODILE POOLS: Vacant plot measuring 4 hectors. Sought-after area, plenty of bird life.",https://www.property24.co.bw/vacant-land-plot-for-sale-in-gaborone-112802464,,,,4 ha,Property24,P 1 700 000,,
Commercial Property,Gaborone International Commerce Park,"This expansive commercial property offers a total of 2031 sqm of space, including a",https://www.property24.co.bw/commercial-property-for-sale-in-gaborone-international-commerce-park-113492687,,,,,Property24,P 23 000 000,,
Commercial Property,Gaborone International Commerce Park,"This expansive commercial property offers a total of 2031 sqm of space, including a",https://www.property24.co.bw/commercial-property-for-sale-in-gaborone-international-commerce-park-113492687,,,,,Property24,P 23 000 000,,
4 Bedroom House,Gaborone North,"GABORONE NORTH, UNFINISHED - Just add the finishing touches to this appealing property!",https://www.property24.co.bw/4-bedroom-house-for-sale-in-gaborone-north-112665409,4.0,4.0,4.0,1 346 m²,Property24,P 3 250 000,,
4 Bedroom House,Gaborone North,"GABORONE NORTH, UNFINISHED - Just add the finishing touches to this appealing property!",https://www.property24.co.bw/4-bedroom-house-for-sale-in-gaborone-north-112665409,4.0,4.0,4.0,1 346 m²,Property24,P 3 250 000,,
1 Bedroom Apartment / Flat,Gaborone,ITOWERS APARTMENT: Rare opportunity to purchase this upmarket quality apartment with so,https://www.property24.co.bw/1-bedroom-apartment-flat-for-sale-in-gaborone-112444697,1.0,1.0,1.0,,Property24,P 2 000 000,,
1 Bedroom Apartment / Flat,Gaborone,ITOWERS APARTMENT: Rare opportunity to purchase this upmarket quality apartment with so,https://www.property24.co.bw/1-bedroom-apartment-flat-for-sale-in-gaborone-112444697,1.0,1.0,1.0,,Property24,P 2 000 000,,
Commercial Property,Gaborone Central,"Add this to your property portfolio, fully let commercial building located in the sought",https://www.property24.co.bw/commercial-property-for-sale-in-gaborone-central-113465796,,,,,Property24,P 13 500 000,,
Commercial Property,Gaborone Central,"Add this to your property portfolio, fully let commercial building located in the sought",https://www.property24.co.bw/commercial-property-for-sale-in-gaborone-central-113465796,,,,,Property24,P 13 500 000,,
Vacant Land / Plot,Sentlhane,"PM5714
 New estate coming up, not far from the city, easy drive into Sentlhane area. Estate",https://www.property24.co.bw/vacant-land-plot-for-sale-in-sentlhane-113993166,,,,2 525 m²,Property24,P 670 000,,
Vacant Land / Plot,Sentlhane,"PM5714
 New estate coming up, not far from the city, easy drive into Sentlhane area. Estate",https://www.property24.co.bw/vacant-land-plot-for-sale-in-sentlhane-113993166,,,,2 525 m²,Property24,P 670 000,,
1 Bedroom Apartment / Flat,Gaborone,Your tranquil retreat in the heart of Gaborone awaits at Sunset Mews. Enquire now for a,https://www.property24.co.bw/1-bedroom-apartment-flat-for-sale-in-gaborone-114127197,1.0,1.0,1.0,,Property24,P 670 000,,
1 Bedroom Apartment / Flat,Gaborone,Your tranquil retreat in the heart of Gaborone awaits at Sunset Mews. Enquire now for a,https://www.property24.co.bw/1-bedroom-apartment-flat-for-sale-in-gaborone-114127197,1.0,1.0,1.0,,Property24,P 670 000,,
Industrial Property,Gaborone,Neat office for sale in Block 3 Industrial. Hurry this will go quickly! Price negotiable.,https://www.property24.co.bw/industrial-property-for-sale-in-gaborone-108769708,,,,,Property24,P 1 250 000,,
Industrial Property,Gaborone,Neat office for sale in Block 3 Industrial. Hurry this will go quickly! Price negotiable.,https://www.property24.co.bw/industrial-property-for-sale-in-gaborone-108769708,,,,,Property24,P 1 250 000,,
2 Bedroom Apartment / Flat,Block 10,Discover luxurious living at the newly developed Gemstone lifestyle apartments! Nestled in,https://www.property24.co.bw/2-bedroom-apartment-flat-for-sale-in-block-10-113544335,2.0,1.0,1.0,,Property24,P 1 150 000,,
2 Bedroom Apartment / Flat,Block 10,Discover luxurious living at the newly developed Gemstone lifestyle apartments! Nestled in,https://www.property24.co.bw/2-bedroom-apartment-flat-for-sale-in-block-10-113544335,2.0,1.0,1.0,,Property24,P 1 150 000,,
Industrial Property,Phakalane,Looking for the perfect property to kickstart your small business or make a savvy,https://www.property24.co.bw/industrial-property-for-sale-in-phakalane-114176138,,,,312 m²,Property24,P 2 260 000,,
Industrial Property,Phakalane,Looking for the perfect property to kickstart your small business or make a savvy,https://www.property24.co.bw/industrial-property-for-sale-in-phakalane-114176138,,,,312 m²,Property24,P 2 260 000,,
3 Bedroom House,Broadhurst,"BROADHURST EXTENSION 29: Immaculate 3-bedroom, family home with 2 lounges, dining room,",https://www.property24.co.bw/3-bedroom-house-for-sale-in-broadhurst-112403595,3.0,2.0,2.0,628 m²,Property24,P 1 450 000,,
3 Bedroom House,Broadhurst,"BROADHURST EXTENSION 29: Immaculate 3-bedroom, family home with 2 lounges, dining room,",https://www.property24.co.bw/3-bedroom-house-for-sale-in-broadhurst-112403595,3.0,2.0,2.0,628 m²,Property24,P 1 450 000,,
Industrial Property,Phakalane,Seize the opportunity to own a prime industrial property in the prestigious area of,https://www.property24.co.bw/industrial-property-for-sale-in-phakalane-114173547,,,,2 010 m²,Property24,P 6 900 000,,
Industrial Property,Phakalane,Seize the opportunity to own a prime industrial property in the prestigious area of,https://www.property24.co.bw/industrial-property-for-sale-in-phakalane-114173547,,,,2 010 m²,Property24,P 6 900 000,,
4 Bedroom House,Gaborone North,"4beds (all ensuite) Open plan kitchen, Guest toilet, Airconditioned, SQ, Double garage,",https://www.property24.co.bw/4-bedroom-house-for-sale-in-gaborone-north-113887682,4.0,4.0,4.0,572 m²,Property24,P 2 800 000,,
4 Bedroom House,Gaborone North,"4beds (all ensuite) Open plan kitchen, Guest toilet, Airconditioned, SQ, Double garage,",https://www.property24.co.bw/4-bedroom-house-for-sale-in-gaborone-north-113887682,4.0,4.0,4.0,572 m²,Property24,P 2 800 000,,
4 Bedroom House,Block 10,"Setlhoa Village

This double-storey residence offers an exceptional living experience.",https://www.property24.co.bw/4-bedroom-house-for-sale-in-block-10-113466604,4.0,3.0,3.0,,Property24,P 7 100 000,,
4 Bedroom House,Block 10,"Setlhoa Village

This double-storey residence offers an exceptional living experience.",https://www.property24.co.bw/4-bedroom-house-for-sale-in-block-10-113466604,4.0,3.0,3.0,,Property24,P 7 100 000,,
Vacant Land / Plot,Gaborone,SENTLHANE: 2789m2 plot available in this upcoming residential area. Enjoy the views and,https://www.property24.co.bw/vacant-land-plot-for-sale-in-gaborone-114024630,,,,2 789 m²,Property24,P 650 000,,
Vacant Land / Plot,Gaborone,SENTLHANE: 2789m2 plot available in this upcoming residential area. Enjoy the views and,https://www.property24.co.bw/vacant-land-plot-for-sale-in-gaborone-114024630,,,,2 789 m²,Property24,P 650 000,,
4 Bedroom House,Gaborone,"The property
930m2
Title Deed
Close to airport
Private & gated Estate, with 10 high end",https://www.property24.co.bw/4-bedroom-house-for-sale-in-gaborone-113334625,4.0,4.0,4.0,930 m²,Property24,P 3 360 000,,
4 Bedroom House,Gaborone,"The property
930m2
Title Deed
Close to airport
Private & gated Estate, with 10 high end",https://www.property24.co.bw/4-bedroom-house-for-sale-in-gaborone-113334625,4.0,4.0,4.0,930 m²,Property24,P 3 360 000,,
3 Bedroom House,Kgale,*The estate offers three and four-bedroom house options that cater ford different budgets,https://www.property24.co.bw/3-bedroom-house-for-sale-in-kgale-112637846,3.0,2.0,2.0,814 m²,Property24,P 2 297 000,,
3 Bedroom House,Kgale,*The estate offers three and four-bedroom house options that cater ford different budgets,https://www.property24.co.bw/3-bedroom-house-for-sale-in-kgale-112637846,3.0,2.0,2.0,814 m²,Property24,P 2 297 000,,
Industrial Property,Phakalane,Looking for the perfect property to kickstart your small business or make a savvy,https://www.property24.co.bw/industrial-property-for-sale-in-phakalane-101750503,,,,312 m²,Property24,P 2 260 000,,
Industrial Property,Phakalane,Looking for the perfect property to kickstart your small business or make a savvy,https://www.property24.co.bw/industrial-property-for-sale-in-phakalane-101750503,,,,312 m²,Property24,P 2 260 000,,
5 Bedroom House,Block 5,"BLOCK 5: Spacious home neatly built. This home offers 5 bed, guest toilet, fitted kitchen,",https://www.property24.co.bw/5-bedroom-house-for-sale-in-block-5-113258180,5.0,5.0,5.0,560 m²,Property24,P 1 400 000,,
5 Bedroom House,Block 5,"BLOCK 5: Spacious home neatly built. This home offers 5 bed, guest toilet, fitted kitchen,",https://www.property24.co.bw/5-bedroom-house-for-sale-in-block-5-113258180,5.0,5.0,5.0,560 m²,Property24,P 1 400 000,,
Vacant Land / Plot,Gaborone North,"Get yourself a serviced freehold plot, just 1.4kkm from the A1 road.  Excellent opportunity",https://www.property24.co.bw/vacant-land-plot-for-sale-in-gaborone-north-113048983,,,,484 m²,Property24,P 363 000,,
Vacant Land / Plot,Gaborone North,"Get yourself a serviced freehold plot, just 1.4kkm from the A1 road.  Excellent opportunity",https://www.property24.co.bw/vacant-land-plot-for-sale-in-gaborone-north-113048983,,,,484 m²,Property24,P 363 000,,
4 Bedroom House,Phakalane,This magnificent double-storey residence is situated on a plot of approximately 1000sqm.,https://www.property24.co.bw/4-bedroom-house-for-sale-in-phakalane-113492651,4.0,4.0,4.0,1 000 m²,Property24,P 2 900 000,,
4 Bedroom House,Phakalane,This magnificent double-storey residence is situated on a plot of approximately 1000sqm.,https://www.property24.co.bw/4-bedroom-house-for-sale-in-phakalane-113492651,4.0,4.0,4.0,1 000 m²,Property24,P 2 900 000,,
5 Bedroom House,Gaborone West Phase 1,5 bedrooms ( 2 ensuites) |  dinning area | TV room |  Living room | fully air conditioned |,https://www.property24.co.bw/5-bedroom-house-for-sale-in-gaborone-west-phase-1-111065908,5.0,3.0,3.0,1 350 m²,Property24,P 3 500 000,,
5 Bedroom House,Gaborone West Phase 1,5 bedrooms ( 2 ensuites) |  dinning area | TV room |  Living room | fully air conditioned |,https://www.property24.co.bw/5-bedroom-house-for-sale-in-gaborone-west-phase-1-111065908,5.0,3.0,3.0,1 350 m²,Property24,P 3 500 000,,
Commercial Property,Broadhurst,BROADHURST-8 bedroom guest house well positioned in Broadhurst. Easy access to business,https://www.property24.co.bw/commercial-property-for-sale-in-broadhurst-110034938,,,,1 099 m²,Property24,P 6 000 000,,
Commercial Property,Broadhurst,BROADHURST-8 bedroom guest house well positioned in Broadhurst. Easy access to business,https://www.property24.co.bw/commercial-property-for-sale-in-broadhurst-110034938,,,,1 099 m²,Property24,P 6 000 000,,
Vacant Land / Plot,Gaborone North,"Gaborone North: Vacant residential land measuring 1860m2, literally a stone's throw from",https://www.property24.co.bw/vacant-land-plot-for-sale-in-gaborone-north-114053828,,,,1 860 m²,Property24,P 1 209 000,,
Vacant Land / Plot,Gaborone North,"Gaborone North: Vacant residential land measuring 1860m2, literally a stone's throw from",https://www.property24.co.bw/vacant-land-plot-for-sale-in-gaborone-north-114053828,,,,1 860 m²,Property24,P 1 209 000,,
Vacant Land / Plot,Gaborone North,"Gaborone North: Vacant residential land measuring 2114m2, literally a stone's throw from",https://www.property24.co.bw/vacant-land-plot-for-sale-in-gaborone-north-114053520,,,,2 114 m²,Property24,P 1 375 000,,
Vacant Land / Plot,Gaborone North,"Gaborone North: Vacant residential land measuring 2114m2, literally a stone's throw from",https://www.property24.co.bw/vacant-land-plot-for-sale-in-gaborone-north-114053520,,,,2 114 m²,Property24,P 1 375 000,,
Commercial Property,Phakalane,"This commercial property, set on a substantial 1924sqm plot, is a golden opportunity for",https://www.property24.co.bw/commercial-property-for-sale-in-phakalane-113492685,,,,1 924 m²,Property24,P 8 200 000,,
Commercial Property,Phakalane,"This commercial property, set on a substantial 1924sqm plot, is a golden opportunity for",https://www.property24.co.bw/commercial-property-for-sale-in-phakalane-113492685,,,,1 924 m²,Property24,P 8 200 000,,
Vacant Land / Plot,Gaborone North,"We are delighted to present an exceptional opportunity for homeownership—a 3,970m2 fully",https://www.property24.co.bw/vacant-land-plot-for-sale-in-gaborone-north-112891862,,,,3 970 m²,Property24,P 1 500 000,,
Vacant Land / Plot,Gaborone North,"We are delighted to present an exceptional opportunity for homeownership—a 3,970m2 fully",https://www.property24.co.bw/vacant-land-plot-for-sale-in-gaborone-north-112891862,,,,3 970 m²,Property24,P 1 500 000,,
Farm,Gaborone,TLOKWENG - COMMERCIAL/ AGRICULTURAL PLOT measuring 3264m2 in this well located area which,https://www.property24.co.bw/farm-for-sale-in-gaborone-114198344,,,,3 264 m²,Property24,P 1 900 000,,
Farm,Gaborone,TLOKWENG - COMMERCIAL/ AGRICULTURAL PLOT measuring 3264m2 in this well located area which,https://www.property24.co.bw/farm-for-sale-in-gaborone-114198344,,,,3 264 m²,Property24,P 1 900 000,,
Farm,Gaborone North,"Introduction:

Embrace the opportunity to create your dream home on this exceptional 385m²",https://www.property24.co.bw/farm-for-sale-in-gaborone-north-113614187,,,,1 385 m²,Property24,P 870 000,,
Farm,Gaborone North,"Introduction:

Embrace the opportunity to create your dream home on this exceptional 385m²",https://www.property24.co.bw/farm-for-sale-in-gaborone-north-113614187,,,,1 385 m²,Property24,P 870 000,,
2 Bedroom Apartment / Flat,Kgale,"Suitably  Located within Kgale, Motswedi Place offers residentsthe chance to enjoy city",https://www.property24.co.bw/2-bedroom-apartment-flat-for-sale-in-kgale-112637731,2.0,1.0,1.0,,Property24,POA,,
2 Bedroom Apartment / Flat,Kgale,"Suitably  Located within Kgale, Motswedi Place offers residentsthe chance to enjoy city",https://www.property24.co.bw/2-bedroom-apartment-flat-for-sale-in-kgale-112637731,2.0,1.0,1.0,,Property24,POA,,
